1999-2000  ,"Iraq. At various times during 1999, and continuing throughout 2000, the United States, together with "
"","forces of the coalition enforcing the “no-fly” zones over Iraq, conducted military operations against "
"",the Iraqi air defense system on numerous occasions in response to actual or potential threats against 
"",aircraft enforcing the “no-fly” zones in northern and southern Iraq. 
2000  ,"Bosnia. On January 25, 2000, President Clinton reported to Congress “consistent with the War "
"",Powers Resolution” that the United States continued to provide combat-equipped U.S. Armed Forces 
"",to Bosnia-Herzegovina and other states in the region as part of the NATO led Stabilization Force 
"",(SFOR). The President noted that the U.S. force contribution was being reduced from “approximately 
"","6,200 to 4,600 personnel,” with the U.S. forces assigned to Multinational Division, North, around the "
"","city of Tuzla. He added that approximately 1,500 U.S. military personnel were deployed to Hungary, "
"","Croatia, and Italy to provide “logistical and other support to SFOR” and U.S. forces continue to "
"",support SFOR in “efforts to apprehend persons indicted for war crimes.” 
"","East Timor. On February 25, 2000, President Clinton reported to Congress “consistent with the War "
"",Powers Resolution” that he had authorized the participation of a small number of U.S. military 
"","personnel in support of the United Nations Transitional Administration in East Timor (UNTAET), "
"","which has a mandate to maintain law and order throughout East Timor, and to facilitate establishment "
"","of an effective administration there, delivery of humanitarian assistance, and support the building of "
"","self-government. The President reported that the U.S. contingent was small: three military observers, "
"","and one judge advocate. To facilitate and coordinate U.S. military activities in East Timor, the "
"","President also authorized the deployment of a support group (USGET), consisting of 30 U.S. "
"","personnel. U.S. personnel would be temporarily deployed to East Timor, on a rotational basis, and "
"","through periodic ship visits, during which U.S. forces would conduct “humanitarian and assistance "
"",activities throughout East Timor.” Rotational activities should continue through the summer of 2000. 
"","Sierra Leone. On May 12, 2000, President Clinton, “consistent with the War Powers Resolution,” "
"",reported to Congress that he had ordered a U.S. Navy patrol craft to deploy to Sierra Leone to be 
"",ready to support evacuation operations from that country if needed. He also authorized a U.S. C-17 
"","aircraft to deliver “ammunition, and other supplies and equipment” to Sierra Leone in support of "
"",United Nations peacekeeping operations there. 
"","Yugoslavia/Kosovo. On June 16, 2000, President Clinton reported to Congress, “consistent with the "
"","War Powers Resolution,” that the United States was continuing to provide military personnel to the "
"","NATO-led KFOR security force in Kosovo. U.S. forces were numbered at 7,500, but were scheduled "
"","to be reduced to 6,000 when ongoing troop rotations were completed. U.S. forces in Kosovo are "
"",assigned to a sector centered near Gnjilane in eastern Kosovo. Other U.S. military personnel are 
"","deployed to other countries serving in administrative and logistics support roles, with approximately "
"","1,000 U.S. personnel in Macedonia, Albania, and Greece. "
"","Bosnia. On July 25, 2000, President Clinton reported to Congress, “consistent with the War Powers "
"","Resolution,” that combat-equipped U.S. military personnel continued to participate in the NATO-led "
"","Stabilization Force (SFOR) in Bosnia-Herzegovina, being deployed to Bosnia and other states in the "
"",region in support of peacekeeping efforts in former Yugoslavia. U.S. military personnel levels have 
"","been reduced from 6,200 to 4,600. Apart from the forces in Bosnia, approximately 1,000 U.S. "
"","personnel continue to be deployed in support roles in Hungary, Croatia, and Italy. "
"","East Timor. On August 25, 2000, President Clinton reported to Congress, ”consistent with the War "
"","Powers Resolution,” that the United States was currently contributing three military observers to the "
"",United Nations Transitional Administration in East Timor (UNTAET) that is charged by the U.N. with 
"",restoring and maintaining peace and security there. He also noted that the United States was 
"","maintaining a military presence in East Timor separate from UNTAET, comprised of about 30 U.S. "
"",personnel who facilitate and coordinate U.S. military activities in East Timor and rotational operations 
"",of U.S. forces there. U.S. forces currently conduct humanitarian and civic assistance activities for East 
"","Timor’s citizens. U.S. rotational presence operations in East Timor are presently expected, the "
"","President said, to continue through December 2000. "
"","Yemen. On October 14, 2000, President Clinton reported to Congress, “consistent with the War "
"","Powers Resolution,” that on October 12, 2000, in the wake of an attack on the USS Cole in the port "
"","of Aden, Yemen, he had authorized deployment of about 45 military personnel from U.S. Naval "
"","Forces Central Command to Aden to provide “medical, security, and disaster response assistance.” "
"","The President further reported that on October 13, 2000, about 50 U.S. military security personnel "
"","arrived in Aden, and that additional “security elements” may be deployed to the area, to enhance the "
"",ability of the U.S. to ensure the security of the USS Cole and the personnel responding to the incident. 
"","In addition, two U.S. Navy surface combatant vessels are operating in or near Yemeni territorial "
"","waters to provide communications and other support, as required. "
"","Yugoslavia/Kosovo. On December 18, 2000, President Clinton reported to Congress, “consistent with "
"","the War Powers Resolution,” that the United States was continuing to provide approximately 5,600 "
"",U.S. military personnel in support of peacekeeping efforts in Kosovo as part of KFOR. An additional 
"","500 U.S. military personnel are deployed as the National Support Element in Macedonia, with an "
"",occasional presence in Albania and Greece. U.S. forces are assigned to a sector around Gnjilane in 
"",the eastern portion of Kosovo. The President noted that the mission for these U.S. military forces is 
"",maintaining a safe and secure environment through conducting “security patrols in urban areas and in 
"",the countryside throughout their sector.”  
2001  ,"East Timor. On March 2, 2001, President George W. Bush reported to Congress, “consistent with the "
"","War Powers Resolution,” that U.S. Armed Forces were continuing to support the United Nations "
"",peacekeeping effort in East Timor aimed at providing security and maintaining law and order in East 
"","Timor, coordinating delivery of humanitarian assistance, and helping establish the basis for self- "
"",government in East Timor. The United States currently has three military observers attached to 
"","UNTAET. The United States also has a separate military presence, the U.S. Support Group East "
"","Timor (USGET), of approximately 12 U.S. personnel, including a security detachment, which "
"",“facilitates and coordinates” U.S. military activities in East Timor. 
"","Yugoslavia/Kosovo. On May 18, 2001, President George W. Bush reported to Congress, “consistent "
"","with the War Powers Resolution,” that the United States was continuing to provide approximately "
"","6,000 U.S. military personnel in support of peacekeeping efforts in Kosovo as part of KFOR. An "
"","additional 500 U.S. military personnel are deployed as the National Support Element in Macedonia, "
"",with an occasional presence in Greece and Albania. U.S. forces in Kosovo are assigned to a sector 
"",around Gnjilane in the eastern portion. President Bush noted that the mission for these U.S. military 
"",forces is maintaining a safe and secure environment through conducting security patrols in urban 
"",areas and in the countryside through their sector.  
"","Bosnia. On July 25, 2001, President George W. Bush reported to Congress, “consistent with the War "
"","Powers Resolution,” that about 3,800 combat-equipped U.S. Armed Forces continued to be deployed "
"",in Bosnia-Herzegovina and other regional states as part of SFOR. Most were based at Tuzla in Bosnia. 
"","About 500 others were based in Hungary, Croatia, and Italy, providing logistical and other support. "
"","Iraq. At various times throughout 2001, the United States, together with forces of the coalition "
"","enforcing the “no-fly” zones over Iraq, conducted military operations against the Iraqi air defense "
"",system on numerous occasions in response to actual or potential threats against aircraft enforcing the 
"",“no-fly” zones in northern and southern Iraq. 
"","East Timor. On August 31, 2001, President George W. Bush reported to Congress, “consistent with "
"","the War Powers Resolution,” that U.S. Armed Forces were continuing to support the United Nations "
"",peacekeeping effort in East Timor aimed at providing security and maintaining law and order in East 
"","Timor, coordinating delivery of humanitarian assistance, and helping establish the basis for self- "
"",government in East Timor. The United States currently has three military observers attached to 
"","UNTAET. The United States also has a separate military presence, USGET, of approximately 20 U.S. "
"","personnel, including a security detachment, which “facilitates and coordinates” U.S. military activities "
"","in East Timor, as well as a rotational presence of U.S. forces through temporary deployments to East "
"","Timor. The President stated that U.S. forces would continue a presence through December 2001, "
"","while options for a U.S. presence in 2002 are being reviewed, with the President’s objective being "
"","redeployment of USGET personnel, as circumstances permit. "
"","Terrorism threat. On September 24, 2001, President George W. Bush reported to Congress, "
"","“consistent with the War Powers Resolution” and “Senate Joint Resolution 23,” that in response to "
"",terrorist attacks on the World Trade Center and the Pentagon he had ordered the “deployment of 
"",various combat-equipped and combat support forces to a number of foreign nations in the Central 
"",and Pacific Command areas of operations.” The President noted in efforts to “prevent and deter 
"",terrorism” he might find it necessary to order “additional forces into these and other areas of the 
"","world.” He stated that he could not now predict “the scope and duration of these deployments,” or "
"",the “actions necessary to counter the terrorist threat to the United States.” 
"","Afghanistan. On October 9, 2001, President George W. Bush reported to Congress, “consistent with "
"","the War Powers Resolution” and “Senate Joint Resolution 23,” that on October 7, 2001, U.S. Armed "
"",Forces “began combat action in Afghanistan against Al Qaida terrorists and their Taliban supporters.” 
"","The President stated that he had directed this military action in response to the September 11, 2001, "
"","attacks on U.S. “territory, our citizens, and our way of life, and to the continuing threat of terrorist "
"",acts against the United States and our friends and allies.” This military action was “part of our 
"",campaign against terrorism” and was “designed to disrupt the use of Afghanistan as a terrorist base of 
"",operations.” 
"","Yugoslavia/Kosovo. On November 19, 2001, President George W. Bush reported to Congress, "
"","“consistent with the War Powers Resolution,” that the United States was continuing to provide "
"","approximately 5,500 U.S. military personnel in support of peacekeeping efforts in Kosovo as part of "
"",KFOR. An additional 500 U.S. military personnel are deployed as the National Support Element in 
"","Macedonia, with an occasional presence in Greece and Albania. U.S. forces in Kosovo are assigned to "
"",a sector around Gnjilane in the eastern portion. President Bush noted that the mission for these U.S. 
"",military forces is maintaining a safe and secure environment through conducting security patrols in 
"",urban areas and in the countryside through their sector. 
2002  ,"Bosnia. On January 21, 2002, President George W. Bush reported to Congress, “consistent with the "
"","War Powers Resolution,” that about 3,100 combat-equipped U.S. Armed Forces continued to be "
"",deployed in Bosnia-Herzegovina and other regional states as part of the NATO-led Stabilization 
"",Force (SFOR). Most American forces were based at Tuzla in Bosnia. About 500 others were based in 
"","Hungary, Croatia, and Italy, providing logistical and other support. "
"","East Timor. On February 28, 2002, President George W. Bush reported to Congress, “consistent with "
"","the War Powers Resolution,” that U.S. Armed Forces were continuing to support the United Nations "
"",peacekeeping effort in East Timor aimed at providing security and maintaining law and order in East 
"","Timor, coordinating delivery of humanitarian assistance, and helping establish the basis for self- "
"",government in East Timor. The United States currently has three military observers attached to 
"","UNTAET. The United States also has a separate military presence, USGET, composed of "
"","approximately 10 U.S. personnel, including a security detachment, which “facilitates and coordinates” "
"","U.S. military activities in East Timor, as well as a rotational presence of U.S. forces through temporary "
"",deployments to East Timor. The President stated that U.S. forces would continue a presence through 
"",2002. The President noted his objective was to gradually reduce the “rotational presence 
"","operations,” and to redeploy USGET personnel, as circumstances permitted. "
"","Terrorism threat. On March 20, 2002, President George W. Bush reported to Congress, “consistent "
"","with the War Powers Resolution,” on U.S. efforts in the “global war on Terrorism.” He noted that "
"","the “heart of the al-Qaeda training capability” had been “seriously degraded,” and that the remainder "
"","of the Taliban and the al-Qaeda fighters were being “actively pursued and engaged by the U.S., "
"",coalition and Afghan forces.” The United States was also conducting “maritime interception 
"",operations ... to locate and detain suspected al-Qaeda or Taliban leadership fleeing Afghanistan by 
"","sea.” At the Philippine government’s invitation, the President had ordered deployed “combat- "
"","equipped and combat support forces to train with, advise, and assist” the Philippines’ Armed Forces "
"",in enhancing their “existing counterterrorist capabilities.” The strength of U.S. military forces working 
"",with the Philippines was projected to be 600 personnel. The President noted that he was “assessing 
"","options” for assisting other nations, including Georgia and Yemen, in enhancing their "
"","“counterterrorism capabilities, including training and equipping their armed forces.” He stated that "
"","U.S. combat-equipped and combat support forces would be necessary for these efforts, if undertaken. "
"","Yugoslavia/Kosovo. On May 17, 2002, President George W. Bush reported to Congress, “consistent "
"","with the War Powers Resolution,” that the U.S. military was continuing to support peacekeeping "
"","efforts of KFOR. He noted that the current U.S. contribution was about 5,100 military personnel, and "
"","an additional 468 personnel in Macedonia, with an occasional presence in Albania and Greece. "
"","Bosnia. On July 22, 2002, President George W. Bush reported to Congress, “consistent with the War "
"","Powers Resolution,” that the U.S. military was continuing to support peacekeeping efforts of SFOR in "
"",Bosnia-Herzegovina and other regional states. He noted that the current U.S. contribution was 
"","“approximately 2,400 personnel.” Most U.S. forces in Bosnia-Herzegovina are assigned to the "
"","Multinational Division, North, headquartered in Tuzla. An additional 60 U.S. military personnel are "
"",deployed to Hungary and Croatia to provide logistical and other support. 
"","Terrorism threat. On September 20, 2002, President Bush reported to Congress “consistent with the "
"","War Powers Resolution,” that U.S. “combat-equipped and combat support forces” had been "
"","deployed to the Philippines since January 2002 to train with, assist, and advise the Philippines’ Armed "
"",Forces in enhancing their “counterterrorist capabilities.” He added that U.S. forces were conducting 
"","maritime interception operations in the Central and European Command areas to combat movement, "
"","arming, or financing of “international terrorists.” He also noted that U.S. combat personnel had been "
"",deployed to Georgia and Yemen to help enhance the “counterterrorist capabilities” of their armed 
"",forces. 
"","Cote d’Ivoire. On September 26, 2002, President Bush reported to Congress “consistent with the War "
"","Powers Resolution,” that in response to a rebellion in Cote d’Ivoire he had on September 25, 2002, "
"",sent U.S. military personnel into Cote d’Ivoire to assist in the evacuation of American citizens and 
"",third country nationals from the city of Bouake; and otherwise assist in other evacuations as 
"",necessary. 
"","Yugoslavia/Kosovo. On November 15, 2002, the President reported to Congress “consistent with the "
"",War Powers Resolution” that the U.S. was continuing to deploy combat equipped military personnel 
"","as part of KFOR. Currently there are approximately 4,350 U.S. military personnel in Kosovo, with an "
"",additional 266 military personnel in Macedonia. The United States also has an occasional presence in 
"","Albania and Greece, associated with the KFOR mission. "
2003  ,"Bosnia. On January 21, 2003, President George W. Bush reported to Congress, “consistent with the "
"","War Powers Resolution,” that about 1,800 U.S. Armed Forces personnel continued to be deployed in "
"","Bosnia-Herzegovina, and other regional states as part of SFOR. Most were based at Tuzla in Bosnia. "
"","About 80 others were based in Hungary and Croatia, providing logistical and other support. "
"","Terrorism threat. On March 20, 2003, President Bush reported to Congress, “consistent with the War "
"","Powers Resolution,” as well as P.L. 107-40, and “pursuant to” his authority as Commander-in-Chief,” "
"",that he had continued a number of U.S. military operations globally in the war against terrorism. 
"",These military operations included ongoing U.S. actions against al-Qaeda fighters in Afghanistan; 
"",collaborative anti-terror operations with forces of Pakistan in the Pakistan/Afghanistan border area; 
"",“maritime interception operations on the high seas” in areas of responsibility of the Central and 
"",European Commands to prevent terrorist movement and other activities; and military support for 
"",the armed forces of Georgia and Yemen in counter-terrorism operations. 
"","Iraq War. On March 21, 2003, President Bush reported to Congress, “consistent with the War "
"","Powers Resolution,” as well as P.L. 102-1 and P.L. 107-243, and “pursuant to” his authority as "
"","Commander-in-Chief, that he had “directed U.S. Armed Forces, operating with other coalition forces, "
"","to commence operations on March 19, 2003, against Iraq.” He further stated that it was not possible "
"",to know at present the duration of active combat operations or the scope necessary to accomplish 
"","the goals of the operation “to disarm Iraq in pursuit of peace, stability, and security both in the Gulf "
"",region and in the United States.” 
"","Yugoslavia/Kosovo. On May 14, 2003, President Bush reported to Congress, “consistent with the War "
"","Powers Resolution,” that combat-equipped U.S. military personnel continued to be deployed as part "
"","of KFOR. He noted that about 2,250 U.S. military personnel were deployed in Kosovo, and additional "
"","military personnel operated, on occasion, from Macedonia, Albania, and Greece in support of KFOR "
"",operations. 
"","Liberia. On June 9, 2003, President Bush reported to Congress, “consistent with the War Powers "
"","Resolution,” that on June 8 he had sent about 35 combat-equipped U.S. military personnel into "
"","Monrovia, Liberia, to augment U.S. Embassy security forces, to aid in the possible evacuation of U.S. "
"",citizens if necessary. The President also noted that he had sent about 34 combat-equipped U.S. 
"","military personnel to help secure the U.S. Embassy in Nouakchott, Mauritania, and to assist in "
"",evacuation of American citizens if required. They were expected to arrive at the U.S. Embassy by June 
"","10, 2003. Back-up and support personnel were sent to Dakar, Senegal, to aid in any necessary "
"",evacuation from either Liberia or Mauritania. 
"","Bosnia. On July 22, 2003, President Bush reported to Congress, “consistent with the War Powers "
"","Resolution,” that the United States continued to provide about 1,800 combat-equipped military "
"",personnel in Bosnia-Herzegovina in support of NATO’s SFOR and its peacekeeping efforts in this 
"",country.  
"","Liberia. On August 13, 2003, President Bush reported to Congress, “consistent with the War Powers "
"","Resolution,” that in response to conditions in Liberia, on August 11, 2003, he had authorized about "
"","4,350 U.S. combat-equipped military personnel to enter Liberian territorial waters in support of U.N. "
"",and West African States efforts to restore order and provide humanitarian assistance in Liberia. 
"","Terrorism threat. On September 19, 2003, President Bush reported to Congress “consistent with the "
"","War Powers Resolution,” that U.S. “combat-equipped and combat support forces” continue to be "
"",deployed at a number of locations around the world as part of U.S. anti-terrorism efforts. American 
"","forces support anti-terrorism efforts in the Philippines, and maritime interception operations "
"","continue on the high seas in the Central, European, and Pacific Command areas of responsibility, to "
"","“prevent the movement, arming, or financing of international terrorists.” He also noted that “U.S. "
"",combat equipped and support forces” had been deployed to Georgia and Djibouti to help in 
"",enhancing their “counterterrorist capabilities.”  
"","Yugoslavia/Kosovo. On November 14, 2003, the President reported to Congress “consistent with the "
"",War Powers Resolution” that the United States was continuing to deploy combat equipped military 
"",personnel as part of the NATO-led international security force in Kosovo (KFOR). Currently there 
"","are approximately 2,100 U.S. military personnel in Kosovo, with additional American military "
"","personnel operating out of Macedonia, Albania and Greece, in support of KFOR operations. "
2004  ,"Bosnia. On January 22, 2004, the President reported to Congress “consistent with the War Powers "
"",Resolution” that the United States was continuing to deploy combat equipped military personnel 
"",Bosnia and Herzegovina in support of NATO’s SFOR and its peacekeeping efforts in this country. 
"","About 1,800 U.S. personnel are participating.  "
"","Haiti. On February 25, 2004, the President reported to Congress “consistent with the War Powers "
"","Resolution” that, on February 23, he had sent a combat-equipped “security force” of about “55 U.S. "
"","military personnel from the U.S. Joint Forces Command” to Port-au-Prince, Haiti, to augment the "
"",U.S. Embassy security forces there and to protect American citizens and property in light of the 
"",instability created by the armed rebellion in Haiti.  
"","Haiti. On March 2, 2004, the President reported to Congress “consistent with the War Powers "
"","Resolution” that on February 29 he had sent about “200 additional U.S. combat-equipped, military "
"","personnel from the U.S. Joint Forces Command” to Port-au-Prince, Haiti for a variety of purposes, "
"","including preparing the way for a U.N. Multinational Interim Force, and otherwise supporting U.N. "
"",Security Council Resolution 1529 (2004).  
"","Terrorism/Bosnia and Haiti. On March 20, 2004, the President reported to Congress “consistent with "
"","the War Powers Resolution,” a consolidated report giving details of multiple on-going United States "
"",military deployments and operations “in support of the global war on terrorism (including in 
"","Afghanistan),” as well as operations in Bosnia and Herzegovina, Kosovo, and Haiti. In this report, the "
"","President noted that U.S. anti-terror related activities were underway in Georgia, Djibouti, Kenya, "
"","Ethiopia, Yemen, and Eritrea. He further noted that U.S. combat-equipped military personnel "
"","continued to be deployed in Kosovo as part of the NATO-led KFOR (1,900 personnel); in Bosnia and "
"","Herzegovina as part of the NATO-led SFOR (about 1,100 personnel); and approximately 1,800 "
"",military personnel were deployed in Haiti as part of the U.N. Multinational Interim Force. 
"","Terrorism threat/Horn of Africa/Kosovo/Bosnia/Iraq. On November 4, 2004, the President sent to "
"","Congress, “consistent with the War Powers Resolution,” a consolidated report giving details of "
"",multiple ongoing United States military deployments and operations “in support of the global war on 
"","terrorism.” These deployments, support or military operations include activities in Afghanistan, "
"","Djibouti, as well as Kenya, Ethiopia, Eritrea, Bosnia and Herzegovina, and Kosovo. In this report, the "
"","President noted that U.S. anti-terror related activities were underway in Djibouti, Kenya, Ethiopia, "
"","Yemen, and Eritrea. He further noted that U.S. combat-equipped military personnel continued to be "
"","deployed in Kosovo as part of the NATO-led KFOR (1,800 personnel); and in Bosnia and "
"","Herzegovina as part of the NATO-led SFOR (about 1,000 personnel). Meanwhile, he stated that the "
"","United States continued to deploy more than 135,000 military personnel in Iraq.  "
2005 ,"Terrorism threat/Horn of Africa/Kosovo/Bosnia. On May 20, 2005, the President sent to Congress "
"","“consistent with the War Powers Resolution,” a consolidated report giving details of multiple ongoing "
"","United States military deployments and operations “in support of the global war on terrorism,” as "
"","well as operations in Iraq, where about 139,000 U.S. military personnel were deployed. U.S. forces "
"","are also deployed in Kenya, Ethiopia, Yemen, Eritrea, and Djibouti assisting in “enhancing counter- "
"",terrorism capabilities” of these nations. The President further noted that U.S. combat-equipped 
"","military personnel continued to be deployed in Kosovo as part of the NATO-led KFOR (1,700 "
"",personnel). Approximately 235 U.S. personnel are also deployed in Bosnia and Herzegovina as part of 
"","the NATO Headquarters-Sarajevo who assist in defense reform and perform operational tasks, such "
"",as counter-terrorism and supporting the International Criminal Court for the Former Yugoslavia. 
"","Terrorism threat/Horn of Africa/Kosovo/Bosnia/Iraq. On December 7, 2005, the President sent to "
"","Congress “consistent” with the War Powers Resolution, a consolidated report giving details of "
"",multiple ongoing United States military deployments and operations “in support of the global war on 
"","terrorism,” and in support of the Multinational Force in Iraq, where about 160,000 U.S. military "
"","personnel were deployed. U.S. forces were also deployed in the Horn of Africa region—Kenya, "
"","Ethiopia, Yemen, and Djibouti—assisting in “enhancing counter-terrorism capabilities” of these "
"",nations. The President further noted that U.S. combat-equipped military personnel continued to be 
"","deployed in Kosovo as part of the NATO-led KFOR (1,700 personnel). Approximately 220 U.S. "
"",personnel were also deployed in Bosnia and Herzegovina as part of the NATO Headquarters- 
"","Sarajevo who assist in defense reform and perform operational tasks, such as “counter-terrorism and "
"",supporting the International Criminal Court for the Former Yugoslavia.”  
2006 ,"Terrorism threat/Kosovo/Bosnia/Iraq. On June 15, 2006, the President sent to Congress, “consistent” "
"","with the War Powers Resolution, a consolidated report giving details of multiple ongoing United "
"","States military deployments and operations “in support of the war on terror,” and in Kosovo, Bosnia "
"","and Herzegovina, and as part of the Multinational Force (MNF) in Iraq. About 131,000 military "
"","personnel were deployed in Iraq. U.S. forces were also deployed in the Horn of Africa region, and in "
"",Djibouti to support necessary operations against al-Qaida and other international terrorists operating 
"",in the region. U.S. military personnel continue to support the NATO-led KFOR. The U.S. 
"","contribution to KFOR was about 1,700 military personnel. The NATO Headquarters-Sarajevo was "
"","established in November 22, 2004, as a successor to its stabilization operations in Bosnia-"
"",Herzegovina to continue to assist in implementing the peace agreement. Approximately 250 U.S. 
"",personnel were assigned to the NATO Headquarters-Sarajevo to assist in defense reform and 
"","perform operational tasks, such as “counter-terrorism and supporting the International Criminal "
"",Court for the Former Yugoslavia.”  
"","Lebanon. On July 18, 2006, the President reported to Congress “consistent” with the War Powers "
"","Resolution, that in response to the security threat posed in Lebanon to U.S. Embassy personnel and "
"","citizens and designated third country personnel, he had deployed combat-equipped military "
"",helicopters and military personnel to Beirut to assist in the departure of the persons under threat 
"",from Lebanon. The President noted that additional combat-equipped U.S. military forces may be 
"","deployed “to Lebanon, Cyprus and other locations, as necessary” to assist further departures of "
"",persons from Lebanon and to provide security. He further stated that once the threat to U.S. citizens 
"","and property has ended, the U.S. military forces would redeploy.  "
"","Terrorism threat/Horn of Africa/Kosovo/Bosnia. On December 15, 2006, the President sent to Congress, "
"","“consistent” with the War Powers Resolution, a consolidated report giving details of multiple ongoing "
"","United States military deployments and operations “in support of the war on terror,” in Kosovo, "
"","Bosnia and Herzegovina, and as part of the Multinational Force (MNF) in Iraq. About 134,000 military "
"","personnel are deployed in Iraq. U.S. forces were also deployed in the Horn of Africa region, and in "
"",Djibouti to support necessary operations against al-Qaida and other international terrorists operating 
"","in the region, including Yemen. U.S. military personnel continue to support the NATO-led KFOR. "
"","The U.S. contribution to KFOR was about 1,700 military personnel. The NATO Headquarters- "
"","Sarajevo was established in November 22, 2004, as a successor to its stabilization operations in "
"",Bosnia-Herzegovina to continue to assist in implementing the peace agreement. Approximately 100 
"",U.S. personnel were assigned to the NATO Headquarters-Sarajevo to assist in defense reform and 
"","perform operational tasks, such as “counter-terrorism and supporting the International Criminal "
"",Court for the Former Yugoslavia.”  
2007 ,"Terrorism threat/Kosovo/Afghanistan. On June 15, 2007, the President sent to Congress, “consistent” "
"","with the War Powers Resolution, a consolidated report giving details of ongoing United States "
"","military deployments and operations “in support of the war on terror,” and in support of the NATO- "
"",led KFOR. The President reported that various U.S. “combat-equipped and combat-support forces” 
"","were deployed to “a number of locations in the Central, Pacific, European (KFOR), and Southern "
"",Command areas of operation” and were engaged in combat operations against al-Qaida terrorists and 
"",their supporters. The United States is currently “pursuing and engaging remnant al-Qaida and Taliban 
"","fighters in Afghanistan.” U.S. forces in Afghanistan currently total approximately 25,945. Of this total, "
"","“approximately 14,340 are assigned to the International Security Assistance Force (ISAF) in "
"","Afghanistan.” The U.S. military continues to support peacekeeping operations in Kosovo, specifically "
"","the NATO-led KFOR. Currently, the U.S. contribution to KFOR in Kosovo is approximately 1,584 "
"",military personnel. 
"","Terrorism threat/Kosovo/Afghanistan. On December 14, 2007, the President sent to Congress "
"","“consistent with the War Powers Resolution,” a consolidated report giving details of ongoing United "
"","States military deployments and operations “in support of the war on terror,” and in support of the "
"",NATO-led Kosovo Force (KFOR). The President reported that various U.S. “combat-equipped and 
"","combat-support forces” were deployed to “a number of locations in the Central, Pacific, European, "
"",and Southern Command areas of operation” and were engaged in combat operations against al-Qaida 
"",terrorists and their supporters. The United States is currently “pursuing and engaging remnant al- 
"",Qaida and Taliban fighters in Afghanistan.” U.S. forces in Afghanistan currently total approximately 
"","25,900. Of this total, “approximately 15,180 are assigned to the International Security Assistance "
"",Force (ISAF) in Afghanistan.” The U.S. military continues to support peacekeeping operations in 
"","Kosovo, specifically, the NATO-led KFOR. Currently, the U.S. contribution to KFOR in Kosovo is "
"","approximately 1,498 military personnel. "
2008 ,"Terrorism threat/Kosovo/Afghanistan. On June 13, 2008, the President sent to Congress, “consistent "
"","with the War Powers Resolution,” a consolidated report giving details of ongoing United States "
"","military deployments and operations “in support of the war on terror,” and in support of the NATO- "
"",led KFOR. The President reported that various U.S. “combat-equipped and combat-support forces” 
"","were deployed to “a number of locations in the Central, Pacific, European, and Southern Command "
"",areas of operation” and were engaged in combat operations against al-Qaida terrorists and their 
"",supporters. The United States is actively “pursuing and engaging remnant al-Qaida and Taliban fighters 
"","in Afghanistan.” U.S. forces in Afghanistan currently total approximately 31,122. Of this total, "
"","“approximately 14,275 are assigned to the International Security Assistance Force (ISAF) in "
"","Afghanistan.” The U.S. military continues to support peacekeeping operations in Kosovo, specifically, "
"","the NATO-led KFOR. Currently, the U.S. contribution to KFOR in Kosovo is approximately 1,500 "
"",military personnel. 
"","Terrorism threat/Kosovo/Afghanistan. On December 16. 2008, the President sent to Congress, "
"","“consistent with the War Powers Resolution,” a consolidated report giving details of ongoing United "
"","States military deployments and operations “in support of the war on terror,” and in support of the "
"",NATO-led KFOR. The President reported that various U.S. “combat-equipped and combat-support 
"","forces” were deployed to “a number of locations in the Centrol, Pacific, European, Southern, and "
"",Africa Command areas of operation” and were engaged in combat operations against al-Qaida and 
"",their supporters. The United States is “actively pursuing and engaging remnant al-Qaida and Taliban 
"","fighters in Afghanistan.” U.S. forces in Afghanistan total approximately 31, 000. Of this total, "
"","“approximately 13, 000 are assigned to the International Security Assistance Force (ISAF) in "
"","Afghanistan.”  The U.S. military continues to support peacekeeping operations in Kosovo, specifically "
"","the NATO-led KFOR. The current U.S. contribution to KFOR in Kosovo is about 1,500 military "
"",personnel. 
2009 ,"Terrorism threat/Afghanistan/Iraq/Kosovo. On June 15, 2009, the President sent to Congress, “consistent "
"","with the War Powers Resolution,” a supplemental consolidated report, giving details of “ongoing "
"",contingency operations overseas.” The report noted that the total number of U.S. forces in 
"","Afghanistan was “approximately 58,000,” of which approximately 20,000 are assigned to the "
"",International Security Assistance Force (ISAF) in Afghanistan. The United States continues to pursue 
"",and engage “remaining al-Qa’ida and Taliban forces in Afghanistan.” The United States also continues 
"",to deploy military forces in support of the Multinational Force (MNF) in Iraq. The current U.S. 
"","contribution to this effort is “approximately 138,000 U.S. military personnel.” U.S. military operations "
"","continue in Kosovo, as part of the NATO-led KFOR. Presently the United States contributes "
"","approximately 1,400 U.S. military personnel to KFOR. In addition, the United states continues to "
"",deploy “U.S. combat-equipped forces to help enhance the counterterrorism capabilities of our friends 
"","and allies” not only in the Horn of Africa region, but globally through “maritime interception "
"","operations on the high seas” aimed at blocking the “movement, arming and financing of international "
"",terrorists.” 
"","Terrorism threat/Afghanistan/Iraq/Kosovo. On December 5, 2009, the President sent to Congress "
"","“consistent with the War Powers Resolution,” a consolidated report, giving details of “global "
"",deployments of U.S. Armed Forces equipped for combat.” The report detailed “ongoing U.S. 
"",contingency operations overseas.” The report noted that the total number of U.S. forces in 
"","Afghanistan was “approximately 68,000,” of which approximately 34,000 are assigned to the "
"",International Security Assistance Force (ISAF) in Afghanistan. The United States continues to pursue 
